x,obs
25023,0.2822703
25024,0.2825075
25025,0.2831864
25026,0.2830117
25027,0.2829463
25028,0.2831325
25029,0.2829782
25030,0.2823617
25031,0.282309
25032,0.2817907
25033,0.2818224
25034,0.2825582
25035,0.2824717
25036,0.2824349
25037,0.2823831
25038,0.2828716
25039,0.2829076
25040,0.282701
25041,0.2825651
25042,0.2830471
25043,0.2831668
25044,0.2833754
25045,0.2832857
25046,0.2833027
25047,0.2834986
25048,0.2833337
25049,0.2829941
25050,0.2828217
25051,0.2824403
25052,0.282407
25053,0.2831204
25054,0.2831701
25055,0.2829543
25056,0.2825963
25057,0.2825822
25058,0.2825907
25059,0.2822084
25060,0.2826573
25061,0.2825511
25062,0.2824451
25063,0.282438
25064,0.2828652
25065,0.2826389
25066,0.2826716
25067,0.2818464
25068,0.2822965
25069,0.282605
25070,0.2829905
25071,0.28267
25072,0.2826629
25073,0.2826508
25074,0.2825285
25075,0.2829325
25076,0.2825589
25077,0.2826469
25078,0.2831761
25079,0.2832961
25080,0.2833604
25081,0.2832988
25082,0.2833836
25083,0.2826689
25084,0.283067
25085,0.2826388
25086,0.2826551
25087,0.282921
25088,0.2828983
25089,0.2825953
25090,0.2825192
25091,0.2825674
25092,0.2827118
25093,0.2827981
25094,0.2823457
25095,0.2822498
25096,0.2826945
25097,0.2820473
25098,0.2825613
25099,0.2824506
25100,0.2825758
25101,0.2825793
25102,0.2827516
25103,0.2823707
25104,0.2825025
25105,0.2822789
25106,0.2823132
25107,0.2821264
25108,0.2817521
25109,0.2813393
25110,0.2819968
25111,0.2823774
25112,0.2828575
25113,0.2828034
25114,0.28286
25115,0.2831398
25116,0.2831767
25117,0.2831116
25118,0.2834772
25119,0.2834634
25120,0.2837997
25121,0.2838086
25122,0.283467
25123,0.2835004
25124,0.2832929
25125,0.28323159999999997
25126,0.2827423
25127,0.2825354
25128,0.282666
25129,0.2825898
25130,0.2826692
25131,0.2825
25132,0.2818907
25133,0.28208
25134,0.2818515
25135,0.2818932
25136,0.281941
25137,0.2820538
25138,0.2820084
25139,0.2819232
25140,0.2820479
25141,0.2820373
25142,0.2821094
25143,0.2827033
25144,0.2828703
25145,0.2826748
25146,0.282917
25147,0.2826291
25148,0.282149
25149,0.282237
25150,0.2824033
25151,0.2828272
25152,0.2822554
25153,0.2820003
25154,0.2820215
25155,0.2819363
25156,0.2819664
25157,0.2810108
25158,0.2816557
25159,0.2815277
25160,0.28213
25161,0.2825106
25162,0.2826803
25163,0.282755
25164,0.2828859
25165,0.2819199
25166,0.2822495
25167,0.2824639
25168,0.2822586
25169,0.2823646
25170,0.2828711
25171,0.2827293
25172,0.2827462
25173,0.2827403
25174,0.2827172
25175,0.2822944
25176,0.2819814
25177,0.2819064
25178,0.2818278
25179,0.2819769
25180,0.2824659
25181,0.2825147
25182,0.2831792
25183,0.2834498
25184,0.2834094
25185,0.2838102
25186,0.2828853
25187,0.2822851
25188,0.2826462
25189,0.2824878
25190,0.28214
25191,0.2821454
25192,0.2827839
25193,0.2826541
25194,0.2828651
25195,0.2829326
25196,0.2830471
25197,0.28307
25198,0.2833066
25199,0.2833473
25200,0.2828104
25201,0.2823171
25202,0.282163
25203,0.2819796
25204,0.2826887
25205,0.2826059
25206,0.2821119
25207,0.2824778
25208,0.2821482
25209,0.2822443
25210,0.2822656
25211,0.2822704
25212,0.282134
25213,0.2816758
25214,0.2816712
25215,0.2815687
25216,0.2815978
25217,0.2815252
25218,0.2811551
25219,0.2816221
25220,0.2816641
25221,0.2820235
25222,0.2819004
25223,0.2825775
25224,0.2826184
25225,0.2825828
25226,0.2825823
25227,0.2826473
25228,0.2826938
25229,0.2824347
25230,0.2825233
25231,0.2830113
25232,0.2835718
25233,0.2829258
25234,0.2829058
25235,0.2832438
25236,0.2832254
25237,0.2834444
25238,0.2830059
25239,0.2826912
25240,0.282841
25241,0.2828542
25242,0.2828293
25243,0.2828921
25244,0.283065
25245,0.2824319
25246,0.2826518
25247,0.2824646
25248,0.2825539
25249,0.2825208
25250,0.2826174
25251,0.2825947
25252,0.2826562
25253,0.2821732
25254,0.2822467
25255,0.2819458
25256,0.282363
25257,0.2823833
25258,0.2822563
25259,0.2821597
25260,0.2824945
25261,0.2824697
25262,0.2826499
25263,0.2821091
25264,0.2816822
25265,0.2818568
25266,0.2817076
25267,0.2815627
25268,0.282014
25269,0.2819785
25270,0.281991
25271,0.2818301
25272,0.2821202
25273,0.2819755
25274,0.2824835
25275,0.2823872
25276,0.2829817
25277,0.2832339
25278,0.2832302
25279,0.2829265
25280,0.2829356
25281,0.2826452
25282,0.2825573
25283,0.2820491
25284,0.2821428
25285,0.2821356
25286,0.2826039
25287,0.2824992
25288,0.2821447
25289,0.2823376
25290,0.2814875
25291,0.2817204
25292,0.2817481
25293,0.2821308
25294,0.2818504
25295,0.2819017
25296,0.281932
25297,0.2818703
25298,0.2817664
25299,0.2816021
25300,0.281597
25301,0.2818253
25302,0.2816906
25303,0.2822682
25304,0.2815977
25305,0.2815375
25306,0.2814679
25307,0.2819487
25308,0.2823008
25309,0.282398
25310,0.2821108
25311,0.2822134
25312,0.2821047
25313,0.2819387
25314,0.2819797
25315,0.2822094
25316,0.2822351
25317,0.2823282
25318,0.2826281
25319,0.2827065
25320,0.2824086
25321,0.2823729
25322,0.2823762
25323,0.2826695
25324,0.2825479
25325,0.282792
25326,0.282767
25327,0.2825273
25328,0.2826537
25329,0.2826413
25330,0.2827933
25331,0.282836
25332,0.2826871
25333,0.2820179
25334,0.282466
25335,0.2827198
25336,0.2824618
25337,0.2829673
25338,0.282708
25339,0.282623
25340,0.2831573
25341,0.2827554
25342,0.2830179
25343,0.28263
25344,0.2825395
25345,0.2829957
25346,0.2828334
25347,0.2824481
25348,0.2827825
25349,0.282474
25350,0.2824235
25351,0.2829043
25352,0.2833083
25353,0.283359
25354,0.2829418
25355,0.2831197
25356,0.282729
25357,0.2827268
25358,0.2823316
25359,0.2826787
25360,0.2827229
25361,0.28298450000000003
25362,0.2829052
25363,0.2834233
25364,0.2834809
25365,0.2835496
25366,0.2834157
25367,0.283442
25368,0.283332
25369,0.2833983
25370,0.2834006
25371,0.2834491
25372,0.2835296
25373,0.2833254
25374,0.2833089
25375,0.2833149
25376,0.2837052
25377,0.2838683
25378,0.2839474
25379,0.2838883
25380,0.2839198
25381,0.2838526
25382,0.2837012
25383,0.283998
25384,0.2836935
25385,0.2834039
25386,0.283505
25387,0.2839593
25388,0.2838865
25389,0.2839409
25390,0.2834562
25391,0.2835497
25392,0.2834773
25393,0.2829658
25394,0.2833449
25395,0.2835599
25396,0.2835478
25397,0.2834053
25398,0.2835149
25399,0.2830411
25400,0.283015
25401,0.2834186
25402,0.2834712
25403,0.2833554
25404,0.2834707
25405,0.282899
25406,0.2831142
25407,0.2828403
25408,0.2833446
25409,0.2833332
25410,0.2831102
25411,0.2830001
25412,0.2833949
25413,0.283807
25414,0.2835839
25415,0.2836992
25416,0.2835244
25417,0.2831574
25418,0.2827714
25419,0.2831742
25420,0.283398
25421,0.2833997
25422,0.2836407
25423,0.2837094
25424,0.2836322
25425,0.284064
25426,0.2837974
25427,0.2832922
25428,0.2838598
25429,0.2837905
25430,0.2834026
25431,0.2833462
25432,0.2830628
25433,0.2831005
25434,0.2829197
25435,0.2829394
25436,0.2824461
25437,0.2822276
25438,0.2826515
25439,0.2826908
25440,0.2822776
25441,0.2822473
25442,0.2823339
25443,0.2828394
25444,0.2828343
25445,0.2836429
25446,0.2833505
25447,0.2835073
25448,0.2840469
25449,0.2838933
25450,0.2837965
25451,0.2837149
25452,0.2833607
25453,0.2835119
25454,0.2833979
25455,0.2835536
25456,0.2835377
25457,0.283536
25458,0.2839103
25459,0.2833609
25460,0.2829613
25461,0.2829444
25462,0.2833785
25463,0.283398
25464,0.2831848
25465,0.2832434
25466,0.283193
25467,0.2831766
25468,0.2832659
25469,0.2832061
25470,0.2833735
25471,0.2832871
25472,0.2831904
25473,0.2832035
25474,0.283089
25475,0.283256
25476,0.2833773
25477,0.2836976
25478,0.2839033
25479,0.2838593
25480,0.2838677
25481,0.2835029
25482,0.2835316
25483,0.2838328
25484,0.2838384
25485,0.2842651
25486,0.2841655
25487,0.2842261
25488,0.2837777
25489,0.2832463
25490,0.2827349
25491,0.2822535
25492,0.2826198
25493,0.2830717
25494,0.2828574
25495,0.2829128
25496,0.2830591
25497,0.2836002
25498,0.2835336
25499,0.2832711
25500,0.2832412
25501,0.2833408
25502,0.2832853
25503,0.2839152
25504,0.2840071
25505,0.2842056
25506,0.2843187
25507,0.2832555
25508,0.2827322
25509,0.2825757
25510,0.2824282
25511,0.2819159
25512,0.2818826
25513,0.2819815
25514,0.2823577
25515,0.282573
25516,0.2827088
25517,0.2828439
25518,0.2830552
25519,0.2834225
25520,0.2838058
25521,0.2837862
25522,0.2836094
25523,0.2838197
25524,0.2837902
25525,0.2836868
25526,0.283745
25527,0.2838329
25528,0.2835908
25529,0.2835383
25530,0.2835516
25531,0.2835888
25532,0.2839562
25533,0.2838666
25534,0.2834827
25535,0.2835304
25536,0.2836594
25537,0.2833008
25538,0.2836879
25539,0.2843097
25540,0.2841982
25541,0.2837999
25542,0.2842493
25543,0.2844867
25544,0.2849519
25545,0.2849074
25546,0.284795
25547,0.2848819
25548,0.2851898
25549,0.2851244
25550,0.2847435
25551,0.2847808
25552,0.28467750000000003
25553,0.2846746
25554,0.2845362
25555,0.2847182
25556,0.2844569
25557,0.2849362
25558,0.2844824
25559,0.2841021
25560,0.284334
25561,0.2848357
25562,0.2847997
25563,0.285502
25564,0.285873
25565,0.2860048
25566,0.285848
25567,0.2855445
25568,0.2854421
25569,0.2857703
25570,0.2858746
25571,0.2859221
25572,0.2856609
25573,0.2856586
25574,0.2857604
25575,0.2857866
25576,0.2858767
25577,0.2859981
25578,0.2859718
25579,0.2861988
25580,0.2858241
25581,0.2851627
25582,0.2851553
25583,0.2850192
25584,0.2850786
25585,0.2845084
25586,0.2845672
25587,0.2849144
25588,0.2851002
25589,0.2846628
25590,0.2849309
25591,0.2849844
25592,0.2849785
25593,0.2850656
25594,0.2848025
25595,0.2848863
25596,0.2856317
25597,0.2859165
25598,0.2862117
25599,0.2857051
25600,0.2858115
25601,0.285215
25602,0.285127
25603,0.2848378
25604,0.2848358
25605,0.2846234
25606,0.2847818
25607,0.2853685
25608,0.2853028
25609,0.2851779
25610,0.2856669
25611,0.2857376
25612,0.2853912
25613,0.2855504
25614,0.2860504
25615,0.2859174
25616,0.285511
25617,0.2855279
25618,0.2860481
25619,0.2861258
25620,0.2855867
25621,0.285545
25622,0.2854782
25623,0.2855407
25624,0.2859505
25625,0.2859476
25626,0.2858684
25627,0.2859388
25628,0.2854391
25629,0.285323
25630,0.2853723
25631,0.2853085
25632,0.285277
25633,0.2855989
25634,0.2855694
25635,0.2856403
25636,0.285316
25637,0.2853115
25638,0.2850421
25639,0.2849876
25640,0.2850415
25641,0.2851878
25642,0.2853939
25643,0.2855189
25644,0.2856725
25645,0.2858256
25646,0.2859243
25647,0.2857715
25648,0.2863681
25649,0.2863893
25650,0.2865598
25651,0.2866573
25652,0.2872031
25653,0.287065
25654,0.2871643
25655,0.2872768
25656,0.2874559
25657,0.2875041
25658,0.2871817
25659,0.2874498
25660,0.287481
25661,0.2870417
25662,0.2874919
25663,0.2879342
25664,0.2873593
25665,0.2874346
25666,0.2873302
25667,0.2873088
25668,0.2867863
25669,0.2863559
25670,0.2864143
25671,0.2862006
25672,0.2864836
25673,0.2865946
25674,0.2859943
25675,0.2858491
25676,0.2860997
25677,0.2859271
25678,0.2857169
25679,0.2857144
25680,0.2861137
25681,0.2862982
25682,0.2858929
25683,0.2864116
25684,0.2863594
25685,0.28634
25686,0.286272
25687,0.2867747
25688,0.2866639
25689,0.2860952
25690,0.286121
25691,0.2857753
25692,0.2867727
25693,0.2862733
25694,0.2864254
25695,0.2865655
25696,0.2868139
25697,0.2869146
25698,0.2873413
25699,0.2874327
25700,0.287264
25701,0.2867136
25702,0.2865815
25703,0.2861718
25704,0.286515
25705,0.28653
25706,0.2864488
25707,0.2868195
25708,0.2863121
25709,0.2863626
25710,0.286383
25711,0.2861636
25712,0.2864445
25713,0.2867357
25714,0.2871446
25715,0.2869606
25716,0.2865952
25717,0.2868852
25718,0.286766
25719,0.2871024
25720,0.2870998
25721,0.2867386
25722,0.2862974
25723,0.2862901
25724,0.2859932
25725,0.2860395
25726,0.2860973
25727,0.2860956
25728,0.2861687
25729,0.2863008
25730,0.28645929999999997
25731,0.2865112
25732,0.2864707
25733,0.2862168
25734,0.2864038
25735,0.2859863
25736,0.2859901
25737,0.2858972
25738,0.2857549
25739,0.2858478
25740,0.2857324
25741,0.2858778
25742,0.286363
25743,0.2864687
25744,0.2861916
25745,0.2862214
25746,0.2859638
25747,0.2864386
25748,0.2863449
25749,0.2864165
25750,0.2866212
25751,0.2867168
25752,0.2867504
25753,0.2867523
25754,0.2869169
25755,0.2864646
25756,0.2859939
25757,0.2858109
25758,0.2862615
25759,0.2864707
25760,0.2868327
25761,0.2871852
25762,0.2871474
25763,0.2873016
25764,0.287304
25765,0.2874413
25766,0.2868362
25767,0.28683
25768,0.2868648
25769,0.2865312
25770,0.2864979
25771,0.2870092
25772,0.2869763
25773,0.2875053
25774,0.2875338
25775,0.2873671
25776,0.287008
25777,0.2867355
25778,0.2866603
25779,0.2870212
25780,0.2870794
25781,0.2868919
25782,0.286469
25783,0.2868064
25784,0.2871707
25785,0.286691
25786,0.2861835
25787,0.2866475
25788,0.2862714
25789,0.2863905
25790,0.2869395
25791,0.2870739
25792,0.2866097
25793,0.2867814
25794,0.2867283
25795,0.2871719
25796,0.2873114
25797,0.2878476
25798,0.2877959
25799,0.2877885
25800,0.2874458
25801,0.2872784
25802,0.2870839
25803,0.2868538
25804,0.2872591
25805,0.2876172
25806,0.287581
25807,0.287527
25808,0.2875946
25809,0.287514
25810,0.288186
25811,0.2881533
25812,0.2877862
25813,0.2874939
25814,0.2874928
25815,0.2875682
25816,0.2879474
25817,0.2877104
25818,0.2881246
25819,0.2879239
25820,0.2872577
25821,0.2873241
25822,0.2876005
25823,0.2880683
25824,0.2877485
25825,0.2876963
25826,0.2881456
25827,0.2873712
25828,0.2872257
25829,0.2868946
25830,0.2871325
25831,0.2878037
25832,0.2877934
25833,0.2883225
25834,0.2883044
25835,0.2882701
25836,0.2879979
25837,0.2879651
25838,0.2879092
25839,0.2877237
25840,0.2877519
25841,0.287287
25842,0.2867484
25843,0.28733
25844,0.287755
25845,0.2877097
25846,0.2878273
25847,0.2872503
25848,0.2879663
25849,0.2883612
25850,0.2880962
25851,0.2879453
25852,0.2878388
25853,0.2877351
25854,0.2878162
25855,0.2879894
25856,0.2874843
25857,0.2880166
25858,0.2879578
25859,0.2878745
25860,0.2876201
25861,0.2876458
25862,0.2877761
25863,0.28812
25864,0.2886102
25865,0.2884398
25866,0.2883044
25867,0.2885338
25868,0.2880604
25869,0.2881121
25870,0.2877352
25871,0.2877924
25872,0.2877562
25873,0.2880203
25874,0.2878984
25875,0.2884266
25876,0.2883615
25877,0.2880809
25878,0.2880577
25879,0.288614
25880,0.2885362
25881,0.2888143
25882,0.288155
25883,0.2884694
25884,0.2885332
25885,0.2885027
25886,0.2886013
25887,0.2883882
25888,0.2882359
25889,0.2880941
25890,0.2885228
25891,0.288658
25892,0.2886543
25893,0.2887227
25894,0.288631
25895,0.2887152
25896,0.2886866
25897,0.2888124
25898,0.2889283
25899,0.2887124
25900,0.2886737
25901,0.2878859
25902,0.2878128
25903,0.2879525
25904,0.2877956
25905,0.287965
25906,0.2880944
25907,0.2886221
25908,0.2886592
25909,0.2885189
25910,0.2885657
25911,0.2881649
25912,0.2883424
25913,0.2882012
25914,0.2880155
25915,0.2883487
25916,0.2883669
25917,0.2884646
25918,0.2887068
25919,0.2886605
25920,0.2884924
25921,0.2880036
25922,0.2880174
25923,0.2877534
25924,0.2880136
25925,0.2878777
25926,0.2878469
25927,0.2875202
25928,0.2876932
25929,0.2874619
25930,0.2871034
25931,0.2876909
25932,0.2877133
25933,0.2877341
25934,0.2880782
25935,0.2886169
25936,0.2882198
25937,0.2882341
25938,0.2876897
25939,0.2880907
25940,0.2882113
25941,0.2882437
25942,0.2884903
25943,0.2886276
25944,0.2886919
25945,0.2883423
25946,0.2882645
25947,0.2883255
25948,0.2881931
25949,0.2880982
25950,0.2882313
25951,0.2887748
25952,0.2888077
25953,0.2887913
25954,0.2885272
25955,0.2882601
25956,0.2889277
25957,0.2883985
25958,0.2885088
25959,0.288024
25960,0.2877261
25961,0.2879196
25962,0.2876123
25963,0.2879901
25964,0.2878911
25965,0.2877062
25966,0.28796
25967,0.2876607
25968,0.2880128
25969,0.2881072
25970,0.2886773
25971,0.288545
25972,0.2888749
25973,0.2889143
25974,0.288934
25975,0.2888766
25976,0.2888692
25977,0.2889285
25978,0.2884853
25979,0.2888632
25980,0.2883509
25981,0.288614
25982,0.2886705
25983,0.2886096
25984,0.2881207
25985,0.287577
25986,0.2882363
25987,0.2883556
25988,0.2882518
25989,0.2887334
25990,0.288732
25991,0.2885028
25992,0.2889943
25993,0.2890136
25994,0.2887704
25995,0.2888298
25996,0.2885503
25997,0.2885118
25998,0.2888182
25999,0.288743
26000,0.2892015
26001,0.2888271
26002,0.289057
26003,0.2890021
26004,0.288609
26005,0.2886446
26006,0.2889967
26007,0.2887989
26008,0.288364
26009,0.2883208
26010,0.288724
26011,0.2889954
26012,0.2887274
26013,0.2884365
26014,0.2880258
26015,0.2880214
26016,0.2881967
26017,0.287678
26018,0.2880276
26019,0.288107
26020,0.2879161
26021,0.2880017
26022,0.2883711
26023,0.2884037
26024,0.2882735
26025,0.2879383
26026,0.2876855
26027,0.2878601
26028,0.2879569
26029,0.2881677
26030,0.2877866
26031,0.2886698
26032,0.2889837
26033,0.2891022
26034,0.2891327
26035,0.289419
26036,0.2895602
26037,0.2894462
26038,0.2891447
26039,0.2891061
26040,0.28901
26041,0.2886946
26042,0.2893035
26043,0.289128
26044,0.2894523
26045,0.2893368
26046,0.2889155
26047,0.2894316
26048,0.289463
26049,0.2893746
26050,0.28937
26051,0.2892673
26052,0.2891512
26053,0.2888162
26054,0.2891503
26055,0.2886825
26056,0.2887483
26057,0.288459
26058,0.2880174
26059,0.2880521
26060,0.2881368
26061,0.2886408
26062,0.2886776
26063,0.28899
26064,0.2885692
26065,0.2891628
26066,0.2886573
26067,0.2889415
26068,0.2891948
26069,0.2889238
26070,0.289046
26071,0.2898253
26072,0.2896679
26073,0.2900071
26074,0.2901706
26075,0.290095
26076,0.2898984
26077,0.2906254
26078,0.290734
26079,0.290318
26080,0.2898433
26081,0.2903121
26082,0.2896108
26083,0.2895709
26084,0.2895702
26085,0.2895346
26086,0.2896727
26087,0.2896737
26088,0.2893543
26089,0.2891541
26090,0.2890769
26091,0.2888845
26092,0.2891792
26093,0.2893058
26094,0.2891856
26095,0.2889974
26096,0.289147
26097,0.2891738
26098,0.2893576
26099,0.2895964
26100,0.2895185
26101,0.2892135
26102,0.2893737
26103,0.2890849
26104,0.2898107
26105,0.2894742
26106,0.2899581
26107,0.2903437
26108,0.2907799
26109,0.2908592
26110,0.2903444
26111,0.2902987
26112,0.2900583
26113,0.2900495
26114,0.2892119
26115,0.2893405
26116,0.2896079
26117,0.2899028
26118,0.2893884
26119,0.2896225
26120,0.2902246
26121,0.2905957
26122,0.2908282
26123,0.2910349
26124,0.2912104
26125,0.2914379
26126,0.2910342
26127,0.2910644
26128,0.2905629
26129,0.2910931
26130,0.2913922
26131,0.2918493
26132,0.2915964
26133,0.291767
26134,0.2917746
26135,0.291846
26136,0.292095
26137,0.2914241
26138,0.2916799
26139,0.292135
26140,0.2919738
26141,0.2920952
26142,0.2926246
26143,0.2927051
26144,0.2921076
26145,0.2926906
26146,0.292593
26147,0.2921937
26148,0.2916454
26149,0.2914321
26150,0.2910551
26151,0.2905931
26152,0.2908444
26153,0.2907432
26154,0.2906219
26155,0.290841
26156,0.2909133
26157,0.2906749
26158,0.290988
26159,0.2910018
26160,0.2905857
26161,0.2905957
26162,0.2906435
26163,0.2900985
26164,0.2902764
26165,0.2903222
26166,0.290448
26167,0.2900383
26168,0.2903471
26169,0.2903742
26170,0.290445
26171,0.2904213
26172,0.2902579
26173,0.2907327
26174,0.2906157
26175,0.2901659
26176,0.2904656
26177,0.2908494
26178,0.2906158
26179,0.2909347
26180,0.2909064
26181,0.2909896
26182,0.2909559
26183,0.2907828
26184,0.2902966
26185,0.290608
26186,0.2899942
26187,0.2900551
26188,0.2902715
26189,0.290191
26190,0.289912
26191,0.2896751
26192,0.2891538
26193,0.2897771
26194,0.2904983
26195,0.290525
26196,0.2907666
26197,0.2909148
26198,0.2911632
26199,0.291081
26200,0.2909422
26201,0.2912925
26202,0.29121
26203,0.2916069
26204,0.2916223
26205,0.2915363
26206,0.2917362
26207,0.2917074
26208,0.2917778
26209,0.2911952
26210,0.2911569
26211,0.2907724
26212,0.2910182
26213,0.2912477
26214,0.2918638
26215,0.2922838
26216,0.2920039
26217,0.2918656
26218,0.2922709
26219,0.2923743
26220,0.2916504
26221,0.2914656
26222,0.291374
26223,0.2907432
26224,0.2906629
26225,0.2907106
26226,0.2910657
26227,0.2913739
26228,0.2913623
26229,0.2908171
26230,0.2912715
26231,0.2911436
26232,0.2912364
26233,0.2908285
26234,0.2914456
26235,0.2913757
26236,0.2913856
26237,0.2909903
26238,0.2904749
26239,0.2903281
26240,0.2901524
26241,0.2906453
26242,0.2905674
26243,0.2905766
26244,0.290515
26245,0.290209
26246,0.2907196
26247,0.2907092
26248,0.2913645
26249,0.2908834
26250,0.2902378
26251,0.2901464
26252,0.2903728
26253,0.2904251
26254,0.2901294
26255,0.2902493
26256,0.290687
26257,0.2904053
26258,0.2904163
26259,0.2902743
26260,0.2901609
26261,0.2897853
26262,0.2898352
26263,0.2898104
26264,0.2899411
26265,0.2899317
26266,0.290443
26267,0.2902037
26268,0.2901592
26269,0.2903358
26270,0.2903525
26271,0.2903888
26272,0.2903548
26273,0.2905345
26274,0.2900689
26275,0.2896438
26276,0.2898132
26277,0.2900531
26278,0.2902162
26279,0.290737
26280,0.2906676
26281,0.2906826
26282,0.2908803
26283,0.2905886
26284,0.2907282
26285,0.2909984
26286,0.2901499
26287,0.2906278
26288,0.2900263
26289,0.2900672
26290,0.2899691
26291,0.289587
26292,0.2888379
26293,0.2891744
26294,0.2898709
26295,0.2898643
26296,0.2898802
26297,0.2898424
26298,0.2903904
26299,0.2901089
26300,0.2905273
26301,0.2903115
26302,0.2902783
26303,0.290513
26304,0.2908752
26305,0.2907309
26306,0.29017
26307,0.290768
26308,0.2915777
26309,0.291894
26310,0.2913818
26311,0.2904128
26312,0.2896948
26313,0.2894452
26314,0.2893425
26315,0.2895831
26316,0.2893815
26317,0.2906074
26318,0.2908933
26319,0.2904271
26320,0.2903303
26321,0.2904943
26322,0.2898448
26323,0.2898111
26324,0.2899169
26325,0.2897328
26326,0.2902268
26327,0.2902669
26328,0.2906998
26329,0.2907654
26330,0.2911027
26331,0.2912617
26332,0.2908587
26333,0.2910095
26334,0.2910999
26335,0.2909689
26336,0.2906295
26337,0.2902542
26338,0.2903241
26339,0.2902443
26340,0.2899903
26341,0.2903402
26342,0.2906148
26343,0.2909528
26344,0.290963
26345,0.2911993
26346,0.2907434
26347,0.2902857
26348,0.2903831
26349,0.2905397
26350,0.2903889
26351,0.2902977
26352,0.2906632
26353,0.2902131
26354,0.2903487
26355,0.290489
26356,0.2904988
26357,0.2909262
26358,0.2912029
26359,0.2911074
26360,0.2910633
26361,0.2908751
26362,0.290759
26363,0.2907518
26364,0.2909836
26365,0.2909947
26366,0.2909001
26367,0.2909043
26368,0.2910076
26369,0.2909419
26370,0.2910114
26371,0.2910644
26372,0.2912115
26373,0.291617
26374,0.2911659
26375,0.2911605
26376,0.2915926
26377,0.2915652
26378,0.2912356
26379,0.2909798
26380,0.2908522
26381,0.2912385
26382,0.2911588
26383,0.2915413
26384,0.2913224
26385,0.2914312
26386,0.2916731
26387,0.2915592
26388,0.2917237
26389,0.2915537
26390,0.2920771
26391,0.2925973
26392,0.2927393
26393,0.2923916
26394,0.292303
26395,0.2916835
26396,0.2916588
26397,0.2920623
26398,0.2921377
26399,0.2924419
26400,0.2921269
26401,0.2921591
26402,0.2918897
26403,0.2919991
26404,0.2919551
26405,0.2921965
26406,0.2918409
26407,0.291956
26408,0.2920318
26409,0.2927223
26410,0.2920983
26411,0.2919284
26412,0.2918882
26413,0.2916484
26414,0.2915939
26415,0.2916248
26416,0.2915154
26417,0.2918743
26418,0.2914144
26419,0.2914216
26420,0.2909703
26421,0.2912929
26422,0.2913858
26423,0.2911255
26424,0.2912958
26425,0.2913336
26426,0.2914909
26427,0.2914474
26428,0.2920148
26429,0.2919128
26430,0.2919895
26431,0.291633
26432,0.2918413
26433,0.2918395
26434,0.2917194
26435,0.2916792
26436,0.2910209
26437,0.2911685
26438,0.2911828
26439,0.2910933
26440,0.2916528
26441,0.2915282
26442,0.292022
26443,0.2923851
26444,0.2922546
26445,0.2923117
26446,0.2924781
26447,0.2917561
26448,0.291333
26449,0.2907487
26450,0.2906375
26451,0.2905961
26452,0.2911626
26453,0.2916526
26454,0.2911441
26455,0.291227
26456,0.2916183
26457,0.2916474
26458,0.2916633
26459,0.2913167
26460,0.2909911
26461,0.2906264
26462,0.2912411
26463,0.2916876
26464,0.2914763
26465,0.2918401
26466,0.2919241
26467,0.2920592
26468,0.2915849
26469,0.2918397
26470,0.2924026
26471,0.2928155
26472,0.2924388
26473,0.2925276
26474,0.2926818
26475,0.2926094
26476,0.2926313
26477,0.2925539
26478,0.2921783
26479,0.2926185
26480,0.2921403
26481,0.2921703
26482,0.2920146
26483,0.2923825
26484,0.2926832
26485,0.2922477
26486,0.2921519
26487,0.2915837
26488,0.2917094
26489,0.2918045
26490,0.2915264
26491,0.29127
26492,0.2913741
26493,0.291766
26494,0.2917929
26495,0.2920942
26496,0.292457
26497,0.2918977
26498,0.2917893
26499,0.291737
26500,0.2919641
26501,0.2919383
26502,0.2918583
26503,0.29202090000000003
26504,0.2923603
26505,0.2926513
26506,0.2922809
26507,0.292393
26508,0.2916781
26509,0.2917115
26510,0.2915988
26511,0.2917349
26512,0.2916725
26513,0.29215
26514,0.2917131
26515,0.2917717
26516,0.2916569
26517,0.2920415
26518,0.2924611
26519,0.2920454
26520,0.292161
26521,0.2921098
26522,0.2917813
26523,0.291722
26524,0.2918127
26525,0.2919241
26526,0.2921196
26527,0.2920291
26528,0.2919886
26529,0.2924337
26530,0.2924395
26531,0.2924075
26532,0.2918884
26533,0.291523
26534,0.2920922
26535,0.2922085
26536,0.2921071
26537,0.2922762
26538,0.2923338
26539,0.2925
26540,0.2920693
26541,0.2928548
26542,0.2924493
26543,0.2920178
26544,0.2919108
26545,0.2914047
26546,0.2917306
26547,0.2921908
26548,0.292195
26549,0.2923338
26550,0.2923848
26551,0.2925223
26552,0.2923238
26553,0.2919823
26554,0.2916215
26555,0.2919951
26556,0.2920708
26557,0.2922039
26558,0.292062
26559,0.2920281
26560,0.2923044
26561,0.2923718
26562,0.2923078
26563,0.2922881
26564,0.2920485
26565,0.2921748
26566,0.2921784
26567,0.2925405
26568,0.2925372
26569,0.2924839
26570,0.2921157
26571,0.2924811
26572,0.2925577
26573,0.2932551
26574,0.2927471
26575,0.2923556
26576,0.2921912
26577,0.2924724
26578,0.2925599
26579,0.2925765
26580,0.2925868
26581,0.2931959
26582,0.2932843
26583,0.2928209
26584,0.2927453
26585,0.2929104
26586,0.2929321
26587,0.2927372
26588,0.292909
26589,0.2928199
26590,0.2924275
26591,0.2922933
26592,0.2922366
26593,0.2927637
26594,0.2927074
